position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
2441,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",2d9sMChu7_s,2012-11-27T23:04:03Z,"2012-11-27 23:04:03","Real Questions | Hoarse Voice | UCLA Head and Neck Surgery","Why is my voice hoarse? Learn more about UCLA Head and Neck Surgery at www.headandnecksurgery.ucla.edu","voice,hoarse voice,otolaryngology,Jennifer Long M.D. Ph.D,head and neck surgery,ucla,ucla head and neck surgery",28,"Science & Technology","Health,Knowledge",PT1M6S,66,2d,hd,false,,,https://i.ytimg.com/vi/2d9sMChu7_s/maxresdefault.jpg,,,,,51035,161,,0,12
2442,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",Mvh5W3VO-y8,2012-11-27T23:04:03Z,"2012-11-27 23:04:03","Real Questions | Acid Reflux | UCLA Head and Neck Surgery","How can acid reflux affect my throat? Learn more at http://www.headandnecksurgery.ucla.edu","head and neck surgery,ucla,jennifer long md,acid reflux",28,"Science & Technology","Health,Knowledge",PT1M10S,70,2d,hd,false,,,https://i.ytimg.com/vi/Mvh5W3VO-y8/maxresdefault.jpg,,,,,9015,48,,0,13
2443,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",PBDOXAB9wfk,2012-11-27T23:04:03Z,"2012-11-27 23:04:03","Real Questions | Vocal Cord Paralysis | UCLA Head and Neck Surgery","I have been diagnosed with vocal cord paralysis. What are my options? Learn more at http://www.headandnecksurgery.ucla.edu.","Jennifer Long MD,vocal cord paralysis,vocal cord issues,ucla head and neck surgery,ucla",28,"Science & Technology","Health,Knowledge",PT1M23S,83,2d,hd,false,,,https://i.ytimg.com/vi/PBDOXAB9wfk/maxresdefault.jpg,,,,,25524,124,,0,16
2444,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",oAoKg8Z1-zk,2012-11-27T23:04:03Z,"2012-11-27 23:04:03","Real Questions | Subglottic Stenosis | UCLA Head and Neck Surgery","I've been told that I have subglottic stenosis. What are the treatments? Learn more at http://www.headandnecksurgery.ucla.edu","subglottic stenosis,jennifer long md,ucla head and neck surgery,head and neck surgery",28,"Science & Technology","Health,Knowledge",PT1M9S,69,2d,hd,false,,,https://i.ytimg.com/vi/oAoKg8Z1-zk/maxresdefault.jpg,,,,,5421,23,,0,4
2445,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",3NW76TKp3zE,2012-11-27T23:04:02Z,"2012-11-27 23:04:02","Real Questions | Nasal Problems | UCLA Head and Neck Surgery","My nose bleeds a lot and it takes a long time to stop. What can I do? Learn more at http://www.headandnecksurgery.ucla.edu","nose bleeds,nasal problems,marilene beth wang md,ucla head and neck surgery",28,"Science & Technology","Health,Knowledge",PT1M42S,102,2d,hd,false,,,https://i.ytimg.com/vi/3NW76TKp3zE/maxresdefault.jpg,,,,,828,2,,0,2
2446,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",FIv4r1EsJ8w,2012-11-27T23:04:02Z,"2012-11-27 23:04:02","Real Questions | Microvascular Reconstruction | UCLA Head and Neck Surgery","What is the success rate for the flaps? And what happens if the flap fails? Learn more at http://www.headandnecksurgery.ucla.edu","microvascular surgery,microvascular reconstruction,microvascular flaps,vishad nabili md,ucla head and neck surgery",28,"Science & Technology","Health,Knowledge",PT1M1S,61,2d,hd,false,,,https://i.ytimg.com/vi/FIv4r1EsJ8w/maxresdefault.jpg,,,,,916,3,,0,0
2447,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",HPg5_a8QZfY,2012-11-27T23:04:02Z,"2012-11-27 23:04:02","Real Questions | Microvascular Reconstruction | UCLA Head and Neck Surgery","What is the future of microvascular reconstruction surgery? Learn more at http://www.headandnecksurgery.ucla.edu","microvascular reconstruction,microvascular,surgery,vishad nabili md,ucla head and neck surgery",28,"Science & Technology","Health,Knowledge",PT51S,51,2d,hd,false,,,https://i.ytimg.com/vi/HPg5_a8QZfY/maxresdefault.jpg,,,,,865,3,,0,0
2448,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",Neh2iOwYOMM,2012-11-27T23:04:02Z,"2012-11-27 23:04:02","Real Questions | Vocal Cord Cancer | UCLA Head and Neck Surgery","Are there any other choices besides radiation therapy for vocal cord cancer? Learn more at http://www.headandnecksurgery.ucla.edu","vocal cord cancer,cancer,avraham medelsohn md,ucla head and neck surgery,radiation treatment",28,"Science & Technology","Health,Knowledge",PT1M16S,76,2d,hd,false,,,https://i.ytimg.com/vi/Neh2iOwYOMM/maxresdefault.jpg,,,,,13953,51,,0,2
2449,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",Q_cdo_-gtbo,2012-11-27T23:04:02Z,"2012-11-27 23:04:02","Real Questions | Microvascular Reconstruction | UCLA Head and Neck Surgery","What is microvascular reconstruction? Learn more at http://www.headandnecksurgery.ucla.edu","microvascular reconstruction,vishad nabili md,ucla head and neck surgery,reconstruction",28,"Science & Technology","Health,Knowledge",PT42S,42,2d,hd,false,,,https://i.ytimg.com/vi/Q_cdo_-gtbo/maxresdefault.jpg,,,,,528,1,,0,0
2450,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",ZNaedHkK2Gg,2012-11-27T23:04:02Z,"2012-11-27 23:04:02","Real Questions | Nasal Problems | UCLA Head and Neck Surgery","I frequently have a runny nose and post-nasal drip. Is there anything that will help? Learn more at http://www.headandsurgery.ucla.edu","nasal problems,runny nose,post-nasal drip,marilene beth wang md,ucla head and neck surgery",28,"Science & Technology","Health,Knowledge",PT1M6S,66,2d,hd,false,,,https://i.ytimg.com/vi/ZNaedHkK2Gg/maxresdefault.jpg,,,,,2982,11,,0,8
2451,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",dDzRG31kbsM,2012-11-27T23:04:02Z,"2012-11-27 23:04:02","Real Questions | Microvascular Reconstruction | UCLA Head and Neck Surgery","How long does microvascular surgery take? Learn more at http://www.headandnecksurgery.ucla.edu","microvascular surgery,microvascular reconstruction,vishad nabili md,ucla head and neck surgery",28,"Science & Technology","Health,Knowledge",PT45S,45,2d,hd,false,,,https://i.ytimg.com/vi/dDzRG31kbsM/maxresdefault.jpg,,,,,563,4,,0,0
2452,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",gpA2jhDmqM4,2012-11-27T23:04:02Z,"2012-11-27 23:04:02","Real Questions | Transoral Robotic Surgery (TORS) | UCLA Head and Neck Surgery","I'm from out of state but I'd like to have transoral robotic surgery at UCLA. How can I avoid making multiple trips? Learn more at http://www.headandnecksurgery.ucla.edu","transoral robotic surgery,TORS,robotic surgery,avraham mendelsohn md,ucla head and neck surgery",28,"Science & Technology","Health,Knowledge",PT58S,58,2d,hd,false,,,https://i.ytimg.com/vi/gpA2jhDmqM4/maxresdefault.jpg,,,,,368,0,,0,0
2453,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",iW3XxRwPR6c,2012-11-27T23:04:02Z,"2012-11-27 23:04:02","Real Questions | Nasal Polyps | UCLA Head and Neck Surgery","I had surgery for nasal polyps and they came back. Will another surgery get rid of them or do they always come back? Learn more at http://www.headandnecksurgery.ucla.edu","nasal polyps,nasal issues,nasal polyp surgery,marilene beth wang md,ucla head and neck surgery",28,"Science & Technology","Health,Knowledge",PT1M5S,65,2d,hd,false,,,https://i.ytimg.com/vi/iW3XxRwPR6c/maxresdefault.jpg,,,,,17928,59,,0,69
2454,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",kdhPnhpLmBU,2012-11-27T23:04:02Z,"2012-11-27 23:04:02","Real Questions | Microvascular Reconstruction | UCLA Head and Neck Surgery","Does the flap move? Learn more at http://www.headandnecksurgery.ucla.edu","mircovascular reconstruction,vishad nabili md,ucla head and neck surgery",28,"Science & Technology","Health,Knowledge",PT29S,29,2d,hd,false,,,https://i.ytimg.com/vi/kdhPnhpLmBU/maxresdefault.jpg,,,,,280,1,,0,0
2455,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",m3cl6h2mq60,2012-11-27T23:04:02Z,"2012-11-27 23:04:02","Real Questions | Nasal Problems | UCLA Head and Neck Surgery","I can't smell things very well anymore. What could be wrong? Learn more at http://www.headandnecksurgery.ucla.edu","nasal problems,marilene beth wang md,ucla head and neck surgery",28,"Science & Technology","Health,Knowledge",PT59S,59,2d,hd,false,,,https://i.ytimg.com/vi/m3cl6h2mq60/maxresdefault.jpg,,,,,2498,5,,0,6
2456,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",mBwWkajtmSM,2012-11-27T23:04:02Z,"2012-11-27 23:04:02","Real Questions | Sleep Apnea | UCLA Head and Neck Surgery","I have sleep apnea but I can't wear the mask. Is surgery my only option to feel better? Learn more at http://www.headandnecksurgery.ucla.edu","ucla head and neck surgery,sleep apnea,sleep issues,sleep apnea mask,avraham mendelsohn md",28,"Science & Technology",Health,PT1M10S,70,2d,hd,false,,,https://i.ytimg.com/vi/mBwWkajtmSM/maxresdefault.jpg,,,,,2048,4,,0,1
2457,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",nJfZWrcHhGM,2012-11-27T23:04:02Z,"2012-11-27 23:04:02","Real Questions | Nasal Problems | UCLA Head and Neck Surgery","I can't breathe well through my nose. What could the problem be? Learn more at http://www.headandnecksurgery.ucla.edu","nasal problems,trouble breathing through nose,nose,marilene beth wang md,ucla head and neck surgery",28,"Science & Technology","Health,Knowledge",PT1M,60,2d,hd,false,,,https://i.ytimg.com/vi/nJfZWrcHhGM/maxresdefault.jpg,,,,,9004,28,,0,7
2458,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",rIeC0WqNTpw,2012-11-27T23:04:02Z,"2012-11-27 23:04:02","Real Questions | Microvascular Reconstruction | UCLA Head and Neck Surgery","How does the flap work?","vishad nabili md,ucla head and neck surgery,microvascular reconstruction",28,"Science & Technology","Health,Knowledge",PT51S,51,2d,hd,false,,,https://i.ytimg.com/vi/rIeC0WqNTpw/maxresdefault.jpg,,,,,501,3,,0,0
2459,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",zd_VOK5smiM,2012-11-27T23:04:02Z,"2012-11-27 23:04:02","Real Questions | Microvascular Reconstruction | UCLA Head and Neck Surgery","Can everyone get a free flap? Learn more at http://www.headandnecksurgery.ucla.edu","microvascular reconstruction,microvascular surgery,microvascular flap,vishad nabili md,ucla head and neck surgery",28,"Science & Technology","Health,Knowledge",PT40S,40,2d,hd,false,,,https://i.ytimg.com/vi/zd_VOK5smiM/maxresdefault.jpg,,,,,560,1,,0,0
2460,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",1Gf5Pgi-obg,2012-11-27T23:04:01Z,"2012-11-27 23:04:01","What are the common things that kids choke on? | Choking Hazards - Nina Shapiro, MD","I'm worries about choking hazards for my toddler. What are the common things that kids choke on? Learn more at http://www.headandnecksurgery.ucla.edu Learn more about Nina Shapiro, MD at https://uclahealth.org/NinaShapiro","choking hazards,items kids choke on,choking,nina shapiro md,ucla head and neck surgery",28,"Science & Technology",Health,PT1M23S,83,2d,hd,false,,,https://i.ytimg.com/vi/1Gf5Pgi-obg/maxresdefault.jpg,,,,,35166,24,,0,3
2461,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",7NqUVGEZ8qk,2012-11-27T23:04:01Z,"2012-11-27 23:04:01","Does he need his tonsils out? | Sore Throats in Children - Nina Shapiro, MD","My child gets a lot of sore throats. Does he need his tonsils out? Learn more at http://www.headandnecksurgery.ucla.edu Learn more about Nina Shapiro, MD at https://uclahealth.org/NinaShapiro","sore throats,sore throats in children,tonsils,nina shapiro md,ucla head and neck surgery",28,"Science & Technology",Health,PT1M10S,70,2d,hd,false,,,https://i.ytimg.com/vi/7NqUVGEZ8qk/maxresdefault.jpg,,,,,2424,4,,0,1
2462,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",JHcQTEZM3Nc,2012-11-27T23:04:01Z,"2012-11-27 23:04:01","Real Questions | Sinus Issues | UCLA Head and Neck Surgery","I have sinus headaches all the time. What can I do about them? Learn more at http://www.headandnecksurgery.ucla.edu","sinus issues,sinus headaches,sinus problems,marilene beth wang md,ucla head and neck surgery",28,"Science & Technology","Health,Knowledge",PT46S,46,2d,hd,false,,,https://i.ytimg.com/vi/JHcQTEZM3Nc/maxresdefault.jpg,,,,,1138,1,,0,0
2463,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",d7WHFkzq5_Y,2012-11-27T23:04:01Z,"2012-11-27 23:04:01","Real Questions | Sinus Issues | UCLA Head and Neck Surgery","I keep on getting sinus infections. Is there anything I can do to prevent them? Learn more at http://www.headandnecksurgery.ucla.edu","sinus infections,sinus issues,marilene beth wang md,ucla head and neck surgery",28,"Science & Technology","Health,Knowledge",PT1M8S,68,2d,hd,false,,,https://i.ytimg.com/vi/d7WHFkzq5_Y/maxresdefault.jpg,,,,,782,2,,0,1
2464,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",p5EC8czd-ZE,2012-11-27T23:04:01Z,"2012-11-27 23:04:01","What are ear tubes? And how do they work? | Ear Tubes - Nina Shapiro, MD","What are ear tubes? And how do they work? Learn more at http://www.headandnecksurgery.ucla.edu Learn more about Nina Shapiro, MD at https://uclahealth.org/NinaShapiro","ear tubes,ear tubes for children,how ear tubes work,nina shapiro md,ucla head and neck surgery",28,"Science & Technology","Health,Knowledge",PT50S,50,2d,hd,false,,,https://i.ytimg.com/vi/p5EC8czd-ZE/maxresdefault.jpg,,,,,2183,3,,0,0
2465,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",xU2dOdxptr8,2012-11-27T23:04:01Z,"2012-11-27 23:04:01","How do I know if my child has sleep apnea? | Sleep Apnea in Children - Nina Shapiro, MD","How do I know if my child has sleep apnea? Learn more at http://www.headandnecksurgery.ucla.edu Learn more about Nina Shapiro, MD at https://uclahealth.org/NinaShapiro","sleep apnea in children,pediatric sleep apnea,sleep apnea,nina shaprio md,ucla head and neck surgery",28,"Science & Technology",Health,PT1M4S,64,2d,hd,false,,,https://i.ytimg.com/vi/xU2dOdxptr8/maxresdefault.jpg,,,,,40992,59,,0,6
2466,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",ECxatw7Rmws,2012-11-27T23:03:01Z,"2012-11-27 23:03:01","What is the best way to treat a nosebleed with my child? | Nose Bleeds - Nina Shapiro, MD","What is the best way to treat a nosebleed with my child? Learn more at http://www.headandnecksurgery.ucla.edu Learn more about Nina Shapiro, MD at https://uclahealth.org/NinaShapiro","nosebleeds,nosebleeds in children,treating nosebleeds,nina shapiro md,ucla head and neck surgery",28,"Science & Technology",Health,PT1M8S,68,2d,hd,false,,,https://i.ytimg.com/vi/ECxatw7Rmws/maxresdefault.jpg,,,,,9903,32,,0,7
2467,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",ZYXKbRhfHk0,2012-11-27T23:02:37Z,"2012-11-27 23:02:37","What do I do if my child snores loudly? | Sleep Apnea in Children - Nina Shapiro, MD","What do I do if my child snores loudly? Learn more at http://www.headandnecksurgery.ucla.edu Learn more about Nina Shapiro, MD at https://uclahealth.org/NinaShapiro","sleep apnea,sleep apnea in children,children snoring,nina shapiro md,ucla head and neck surgery,loud snoring in children",28,"Science & Technology",Health,PT59S,59,2d,hd,false,,,https://i.ytimg.com/vi/ZYXKbRhfHk0/maxresdefault.jpg,,,,,49855,129,,0,31
2468,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",QCe8XZqlGNg,2012-11-26T16:44:58Z,"2012-11-26 16:44:58","UCLA Performs First Breathing Lung Transplant in the U.S.","First there was the ""heart in a box,"" a revolutionary experimental technology that allows donor hearts to be delivered to transplant recipients warm and beating rather than frozen in an ice cooler. Now that same technology is being used to deliver ""breathing lungs."" The lung transplant team at Ronald Reagan UCLA Medical successfully performed the nation's first ""breathing lung"" transplant in mid-November. The patient, a 57-year-old who suffered from pulmonary fibrosis — a disease in which the air sacs of the lungs are gradually replaced by scar tissue — is recuperating from the seven-hour surgery. The groundbreaking transplant involved an experimental organ-preservation device known as the Organ Care System (OCS), which keeps donor lungs functioning and ""breathing"" in a near-physiologic state outside the body during transport. The current standard involves transporting donor lungs in a non-functioning, non-breathing state inside an icebox. Learn more about Breathing Lung Transplants at UCLA at http://transplants.ucla.edu/lung","lung transplant,lung transplant at UCLA,Breathing lung transplant,david ross md,Abbas Ardehali md,Lung in a box,OCS Lung",28,"Science & Technology",Health,PT3M34S,214,2d,sd,false,,,,,,,,22089,112,,0,14
2469,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",uPMWxTieZ8Q,2012-11-07T09:01:04Z,"2012-11-07 09:01:04","UCLA Pituitary Tumor Program Overview","The Pituitary Tumor Program at UCLA is a multi-disciplinary team of health care professionals dedicated to providing state-of-the-art management of pituitary tumors. Learn more at http://pituitary.ucla.edu or call the Neurosurgery Referral Line at (310) 825-5111.","pituitary tumor,endoscopic pituitary surgery,pituitary adenomas,acromegaly,endonasal surgery,Dr. Marvin Bergsneider,Dr. Anthony Heaney",28,"Science & Technology","Health,Knowledge",PT3M17S,197,2d,sd,false,,,,,,,,11169,17,,0,2
2470,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",Q0385lforeE,2012-11-07T08:56:25Z,"2012-11-07 08:56:25","Novalis Focused Radiation Therapy | UCLA Pituitary Tumor Program","The Pituitary Tumor Program at UCLA is a multi-disciplinary team of health care professionals dedicated to providing state-of-the-art management of pituitary tumors. Learn more at http://pituitary.ucla.edu or call the Neurosurgery Referral Line at (310) 825-5111.","novalis,Dr. Marvin Bergsneider,Dr. Anthony Heaney,pituitary tumor,pituitary surgery,focused radiation therapy,Dr. Anthony DeSalles,Novalis TX",28,"Science & Technology","Health,Knowledge",PT58S,58,2d,sd,false,,,,,,,,15113,38,,0,3
2471,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",uu49aOrxBo0,2012-11-06T07:11:56Z,"2012-11-06 07:11:56","Pituitary Surgery - Jengi Martinez | UCLA Pituitary Tumor Program","Learn more about pituitary tumor surgery and treatment at http://pituitary.ucla.edu","pituitary tumor,pituitary surgery,Jengi Martinez,Dr. Marvin Bergsneider,Dr. Anthony Heaney,UCLA",28,"Science & Technology","Health,Knowledge",PT1M58S,118,2d,sd,false,,,,,,,,9736,29,,0,2
2472,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",oFjpOhjY9pg,2012-10-23T05:06:33Z,"2012-10-23 05:06:33","What is Barrett's Esophagus? | Dr. Raman Muthusamy","Learn more at http://esophagealcenter.ucla.edu","Dr. Raman Muthusamy,Barrett's Esophagus",28,"Science & Technology","Health,Knowledge",PT36M39S,2199,2d,hd,false,,,https://i.ytimg.com/vi/oFjpOhjY9pg/maxresdefault.jpg,,,,,31810,192,,0,19
2473,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",Czi4BKvVz2c,2012-10-20T07:20:23Z,"2012-10-20 07:20:23","Dr. Lorraine Kelley-Quon | Mattel Children's Hospital UCLA - Pediatric Research",,"Dr. Lorraine Kelley-Quon,pediatric research,AAP",28,"Science & Technology",Health,PT2M13S,133,2d,hd,false,,,https://i.ytimg.com/vi/Czi4BKvVz2c/maxresdefault.jpg,,,,,2781,9,,0,1
2474,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",oejEBMXk-7I,2012-10-19T17:14:56Z,"2012-10-19 17:14:56","What is Typical Acid Reflux Disease and How is it Best Treated? | Dr. Bennett Roth","Learn more at http://esophagealcenter.ucla.edu","esophageal disorders,acid reflux disease,treatment for acid reflux,Dr. Bennett Roth,UCLA",28,"Science & Technology","Health,Knowledge",PT29M2S,1742,2d,hd,false,,,https://i.ytimg.com/vi/oejEBMXk-7I/maxresdefault.jpg,,,,,9750,63,,0,38
2475,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",GiVhj7V0OG0,2012-10-19T17:10:41Z,"2012-10-19 17:10:41","Can You Have Reflux Without Heartburn? | Dr. Kevin Ghassemi","Learn more at http://esophagealcenter.ucla.edu","reflux,heartburn,esophageal disorders,Dr. Kevin Ghassemi,UCLA",28,"Science & Technology","Health,Knowledge",PT21M39S,1299,2d,hd,false,,,https://i.ytimg.com/vi/GiVhj7V0OG0/maxresdefault.jpg,,,,,74812,713,,0,217
2476,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",SCVnh-yG9kw,2012-10-19T17:01:46Z,"2012-10-19 17:01:46","Surgery and the Esophagus - What does minimally invasive mean? | Dr. Jay Moon Le","Learn more at http://esophagealcenter.ucla.edu","eophagus,esophageal surgery,minimally invasive surgery,Dr. Jay Lee,UCLA,esophageal reflux,GERD,Barret's Esophagus,reflux disease",28,"Science & Technology","Health,Knowledge",PT23M18S,1398,2d,hd,false,,en-US,https://i.ytimg.com/vi/SCVnh-yG9kw/maxresdefault.jpg,,,,,8200,29,,0,0
2477,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",D7gUXp8TIqI,2012-10-17T22:29:31Z,"2012-10-17 22:29:31","Active Surveillance - Watchful Waiting for Prostate Cancer | UCLA Urology - Dr. Leonard Marks","Channel 11 Highlights UCLA Active Surveillance Program Dr. Leonard Marks, a clinical professor of urology, was featured Sept. 2 in a Fox 11 News story on UCLA's active surveillance program that forgoes surgical treatment for prostate cancer patients in favor of close monitoring and periodic biopsies. Learn more about Active Surveillance & Watchful Waiting: http://urology.ucla.edu/body.cfm?id=246 Video courtesy FOX News","active surveillance,watchful waiting,Dr. Leonard Marks,UCLA Urology,prostate cancer",28,"Science & Technology","Health,Society,Television_program",PT4M43S,283,2d,sd,false,,,,,,,,9446,33,,0,10
2478,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",srgb9c7r_2Q,2012-10-11T23:54:43Z,"2012-10-11 23:54:43","Stroke Signs, Symptoms Treatment | Dr. Reza Jahan - UCLA Health","UCLA Health - Health Lectures http://uclahealth.org/calendar","stroke signs,symptoms,treatment,Dr. Reza Jahan,Interventional Neuroradiology",28,"Science & Technology","Health,Knowledge",PT1H3M48S,228,2d,hd,false,,,https://i.ytimg.com/vi/srgb9c7r_2Q/maxresdefault.jpg,,,,,166208,1263,,0,92
2479,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",X6YIkuodhMQ,2012-10-11T21:15:04Z,"2012-10-11 21:15:04","Tools to Treat Back, Leg and Arm Pain | Dr. Pablo Villablanca - UCLA Health","UCLA Health - Health Lectures http://uclahealth.org/calendar","Dr. Pablo Villablanca,UCLA neuroradiology,Interventional Spine Program,radiology",28,"Science & Technology","Health,Knowledge",PT1H9M22S,562,2d,hd,false,,,https://i.ytimg.com/vi/X6YIkuodhMQ/maxresdefault.jpg,,,,,2995,19,,0,1
2480,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",tmBky9pGF_8,2012-10-11T08:19:11Z,"2012-10-11 08:19:11","Treatments for Coughs | Dr. Gerard Frank - UCLA Health","UCLA Health - Health Lectures http://uclahealth.org/calendar Gerard Frank, MD, UCLA pulmonologist, discusses treatments for coughs: the serious, not so serious and chronic.","coughs,Dr. Gerard Frank,UCLA Pulmonology,treatments for coughs,chronic cough",28,"Science & Technology","Health,Knowledge",PT1H17M7S,1027,2d,hd,false,,,https://i.ytimg.com/vi/tmBky9pGF_8/maxresdefault.jpg,,,,,66371,507,,0,37
2481,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",1fIdcYDLhok,2012-10-09T17:04:54Z,"2012-10-09 17:04:54","Meet Lindsy Junger | The BirthPlace Santa Monica","Learn more about The BirthPlace at UCLA Medical Center Santa Monica http://uclahealth.org/thebirthplace","Lindsy Junger,birthplace,Santa Monica,Labor and Delivery,birth center",28,"Science & Technology","Health,Knowledge",PT2M49S,169,2d,hd,false,,,https://i.ytimg.com/vi/1fIdcYDLhok/maxresdefault.jpg,,,,,1088,3,,0,0
2482,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",Dto_-7unK80,2012-10-09T17:04:30Z,"2012-10-09 17:04:30","Meet Lisa B. | The BirthPlace Santa Monica","Learn more about The BirthPlace at UCLA Medical Center Santa Monica http://uclahealth.org/thebirthplace","Lisa Bellamy,birthplace,Santa Monica,Labor and Delivery,birth center",28,"Science & Technology","Health,Knowledge",PT2M56S,176,2d,hd,false,,,https://i.ytimg.com/vi/Dto_-7unK80/maxresdefault.jpg,,,,,1183,3,,0,1
2483,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",b-sR8ENXexw,2012-10-09T17:04:12Z,"2012-10-09 17:04:12","Meet Marie Minderhout | The BirthPlace Santa Monica","Learn more about The BirthPlace at UCLA Medical Center Santa Monica http://uclahealth.org/thebirthplace","Marie Minderhout,birthplace,Santa Monica,Labor and Delivery,birth center",28,"Science & Technology","Health,Knowledge",PT2M48S,168,2d,hd,false,,,https://i.ytimg.com/vi/b-sR8ENXexw/maxresdefault.jpg,,,,,712,0,,0,0
2484,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",awNO7auw5cc,2012-10-09T17:03:47Z,"2012-10-09 17:03:47","Meet Polly Hansen | The Birthplace Santa Monica","Learn more about The BirthPlace at UCLA Medical Center Santa Monica http://uclahealth.org/thebirthplace","Polly Hansen,birthplace,Santa Monica,Labor and Delivery,birth center",28,"Science & Technology","Health,Knowledge",PT3M3S,183,2d,hd,false,,,https://i.ytimg.com/vi/awNO7auw5cc/maxresdefault.jpg,,,,,1280,6,,0,0
2485,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",Ny8pfNSDFS0,2012-10-09T17:03:19Z,"2012-10-09 17:03:19","Meet Raisa Resuma | The BirthPlace Santa Monica","Learn more about The BirthPlace at UCLA Medical Center Santa Monica http://uclahealth.org/thebirthplace","Raisa Resuma,birthplace,Santa Monica,Labor and Delivery,birth center",28,"Science & Technology","Health,Knowledge",PT2M42S,162,2d,hd,false,,,https://i.ytimg.com/vi/Ny8pfNSDFS0/maxresdefault.jpg,,,,,928,4,,0,1
2486,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",OsihYu28p74,2012-10-09T17:03:05Z,"2012-10-09 17:03:05","Meet Sylvia Jauregui | The Birthplace Santa Monica","Learn more about The BirthPlace at UCLA Medical Center Santa Monica http://uclahealth.org/thebirthplace","Sylvia Jauregui,birthplace,Santa Monica,Labor and Delivery,birth center",28,"Science & Technology","Health,Knowledge",PT2M9S,129,2d,hd,false,,,https://i.ytimg.com/vi/OsihYu28p74/maxresdefault.jpg,,,,,688,0,,0,2
2487,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",A-hZPuhxHic,2012-10-09T17:02:49Z,"2012-10-09 17:02:49","UCLA Hyperbaric Medicine | UCLA Vital Signs Newsletter","UCLA Hyperbaric Medicine specializes in the management of complex wounds, decompression sickness (DCS), late radiation injuries and several other medical conditions. Our hyperbaric and wound-care-certified physicians, nurses and technicians work with a patient's primary-care physician and ancillary services to tailor a treatment plan that seeks to ensure the best possible outcome. To learn more about UCLA Hyperbaric Medicine, please visit www.uclahealth.org/hyperbaric","hyperbaric medicine,hyperbaric medicine treatment,UCLA,oxygen therapy,diabetes,Steven Farley MD",28,"Science & Technology","Health,Knowledge",PT3M39S,219,2d,sd,false,,,,,,,,6773,30,,0,2
