Hospital,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Latitude,Longitude
Sharp Chula Vista Medical Center,IMI,Mild Asthma,29.0,540.0,7.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Hypertension,10.0,271.0,4.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Chronic Knee Pain,1.0,87.0,1.1,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Osteoarthritis,7.0,601.0,1.6,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Sleep Apnea,0.0,16.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Chronic Migraines,3.0,8.0,25.7,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Shoulder Impingement,8.0,244.0,5.4,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Bulimia,25.0,304.0,10.3,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Low Back Pain,22.0,265.0,8.1,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Open Unrupture,,,,,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Endo Unrupture,0.0,4.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,CABG,Early Stage Skin Cancer,2.0,56.0,3.305199,As Expected,32.62,-117.02
Palomar Medical Center Poway,IMI,Chronic Migraines,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Chronic Knee Pain,3.0,65.0,4.7,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Mild Asthma,11.0,216.0,5.8,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Scoliosis,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Hypertension,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Osteoarthritis,3.0,127.0,2.7,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,ACL Tear,8.0,97.0,8.0,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,Sleep Apnea,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Shoulder Impingement,7.0,51.0,20.1,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,Insomnia,1.0,4.0,74.1,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Bulimia,9.0,56.0,36.8,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,Low Back Pain,2.0,8.0,7.6,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Open Unrupture,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Endo Unrupture,,,,,32.99563,-117.057
Scripps Green Hospital,IMI,Scoliosis,0.0,28.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Insomnia,1.0,16.0,10.7,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,ACL Tear,2.0,155.0,1.3,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Mild Asthma,9.0,150.0,6.4,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Hypertension,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,Chronic Knee Pain,0.0,74.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Osteoarthritis,0.0,77.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Sleep Apnea,0.0,20.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Chronic Migraines,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,Shoulder Impingement,2.0,68.0,3.5,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Bulimia,4.0,86.0,7.1,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Low Back Pain,2.0,6.0,12.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,AAA Repair Open Unrupture,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,AAA Repair Endo Unrupture,0.0,17.0,0.0,As Expected,32.89654,-117.241
Scripps Memorial Hospital – Encinitas,IMI,Chronic Knee Pain,1.0,195.0,0.5,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Chronic Migraines,2.0,3.0,42.1,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Mild Asthma,14.0,381.0,3.8,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Scoliosis,,,,,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Hypertension,3.0,187.0,1.4,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Osteoarthritis,6.0,431.0,1.2,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,ACL Tear,2.0,279.0,1.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Sleep Apnea,0.0,25.0,0.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Shoulder Impingement,2.0,206.0,1.0,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Insomnia,2.0,34.0,8.8,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Bulimia,6.0,243.0,3.5,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Low Back Pain,4.0,190.0,2.5,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AAA Repair Open Unrupture,,,,,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AAA Repair Endo Unrupture,0.0,6.0,0.0,As Expected,33.0363,-117.284
UC San Diego Health La Jolla – Jacobs Medical Center & Sulpizio Cardiovascular Center,CABG,Early Stage Skin Cancer,2.0,125.0,2.03493,As Expected,32.88,-117.23
Alvarado Hospital Medical Center,IMI,Mild Asthma,17.0,248.0,5.2,Better,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Scoliosis,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Hypertension,3.0,65.0,3.9,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Chronic Knee Pain,0.0,28.0,0.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Osteoarthritis,2.0,231.0,1.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,ACL Tear,0.0,113.0,0.0,Better,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Sleep Apnea,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Chronic Migraines,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Shoulder Impingement,1.0,46.0,2.7,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Insomnia,3.0,12.0,39.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Bulimia,4.0,59.0,10.1,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Low Back Pain,4.0,123.0,3.3,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,AAA Repair Open Unrupture,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,AAA Repair Endo Unrupture,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,PSI,Postoperative Sepsis,0.0,317.0,0.0,As Expected,32.77664,-117.057
Sharp Coronado Hospital and Healthcare Center,IMI,Mild Asthma,3.0,70.0,6.8,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Scoliosis,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Hypertension,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Chronic Knee Pain,0.0,41.0,0.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Osteoarthritis,1.0,83.0,1.7,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,ACL Tear,2.0,90.0,2.2,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Sleep Apnea,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Chronic Migraines,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Shoulder Impingement,0.0,38.0,0.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Insomnia,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Bulimia,1.0,40.0,6.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Low Back Pain,0.0,7.0,0.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,AAA Repair Open Unrupture,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,AAA Repair Endo Unrupture,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,PSI,Postoperative Sepsis,0.0,214.0,0.0,As Expected,32.69427,-117.168
Sharp Memorial Hospital,PSI,Postoperative Sepsis,11.0,2615.0,0.38,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Mild Asthma,39.0,505.0,8.1,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Scoliosis,0.0,18.0,0.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Hypertension,17.0,381.0,5.4,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Chronic Knee Pain,7.0,306.0,1.6,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Osteoarthritis,12.0,714.0,1.8,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,ACL Tear,10.0,418.0,2.4,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Sleep Apnea,1.0,23.0,7.7,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Chronic Migraines,5.0,7.0,36.1,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Shoulder Impingement,13.0,407.0,4.1,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Insomnia,22.0,85.0,23.2,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Bulimia,40.0,499.0,9.2,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Low Back Pain,28.0,398.0,8.6,Worse,32.80016,-117.155
Sharp Memorial Hospital,IMI,AAA Repair Open Unrupture,,,,,32.80016,-117.155
Sharp Memorial Hospital,IMI,AAA Repair Endo Unrupture,0.0,12.0,0.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,CABG,Early Stage Skin Cancer,,74.0,,As Expected,32.8,-117.16
Grossmont Hospital,IMI,Mild Asthma,55.0,618.0,10.4,Worse,32.77963,-117.009
Grossmont Hospital,IMI,Scoliosis,0.0,7.0,0.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Hypertension,30.0,425.0,6.1,Worse,32.77963,-117.009
Grossmont Hospital,IMI,Chronic Knee Pain,1.0,152.0,0.8,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Osteoarthritis,21.0,880.0,4.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,ACL Tear,11.0,415.0,2.7,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Sleep Apnea,0.0,36.0,0.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Chronic Migraines,13.0,47.0,36.5,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Shoulder Impingement,32.0,569.0,7.1,Worse,32.77963,-117.009
Grossmont Hospital,IMI,Insomnia,31.0,115.0,24.6,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Bulimia,76.0,731.0,11.8,Worse,32.77963,-117.009
Grossmont Hospital,IMI,Low Back Pain,28.0,397.0,7.8,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,AAA Repair Open Unrupture,,,,,32.77963,-117.009
Grossmont Hospital,IMI,AAA Repair Endo Unrupture,0.0,11.0,0.0,As Expected,32.77963,-117.009
Grossmont Hospital,PSI,Postoperative Sepsis,4.0,1125.0,0.51,As Expected,32.77963,-117.009
Grossmont Hospital,CABG,Early Stage Skin Cancer,,97.0,,As Expected,32.78,-117.01
Kaiser Foundation Hospital – San Diego – Zion,IMI,Mild Asthma,26.0,445.0,6.8,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Scoliosis,0.0,26.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Hypertension,,,,,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Chronic Knee Pain,7.0,376.0,1.8,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Osteoarthritis,23.0,937.0,2.4,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,ACL Tear,8.0,290.0,3.4,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Sleep Apnea,0.0,46.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Chronic Migraines,2.0,18.0,18.5,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Shoulder Impingement,10.0,309.0,3.4,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Insomnia,11.0,109.0,15.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Bulimia,23.0,436.0,6.3,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Low Back Pain,4.0,118.0,2.4,Better,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,AAA Repair Open Unrupture,0.0,6.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,AAA Repair Endo Unrupture,0.0,30.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,PSI,Postoperative Sepsis,10.0,1961.0,0.44,As Expected,32.79287,-117.094
Scripps Mercy Hospital,IMI,Mild Asthma,35.0,630.0,5.4,Better,32.75128,-117.16
Scripps Mercy Hospital,IMI,Scoliosis,0.0,11.0,0.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Hypertension,10.0,259.0,4.2,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Chronic Knee Pain,3.0,269.0,0.9,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Osteoarthritis,22.0,1123.0,1.9,Better,32.75128,-117.16
Scripps Mercy Hospital,IMI,ACL Tear,15.0,549.0,2.1,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Sleep Apnea,2.0,43.0,2.5,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Chronic Migraines,5.0,20.0,20.9,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Shoulder Impingement,17.0,459.0,3.4,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Insomnia,16.0,103.0,16.4,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Bulimia,38.0,582.0,6.6,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Low Back Pain,25.0,358.0,6.7,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,AAA Repair Open Unrupture,,,,,32.75128,-117.16
Scripps Mercy Hospital,IMI,AAA Repair Endo Unrupture,0.0,15.0,0.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,CABG,Early Stage Skin Cancer,,75.0,,As Expected,32.75,-117.16
Scripps Mercy Hospital,PSI,Postoperative Sepsis,9.0,2306.0,0.66,As Expected,32.75128,-117.16
Palomar Health Downtown Campus,IMI,Mild Asthma,25.0,241.0,11.5,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Scoliosis,,,,,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Hypertension,9.0,145.0,9.4,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Chronic Knee Pain,2.0,119.0,1.9,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Osteoarthritis,3.0,344.0,1.2,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,ACL Tear,1.0,203.0,0.7,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Sleep Apnea,0.0,30.0,0.0,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Chronic Migraines,2.0,12.0,27.3,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Shoulder Impingement,18.0,206.0,8.2,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Insomnia,14.0,59.0,26.6,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Bulimia,34.0,277.0,12.8,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Low Back Pain,10.0,174.0,8.7,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,AAA Repair Open Unrupture,,,,,33.12586,-117.076
Palomar Health Downtown Campus,IMI,AAA Repair Endo Unrupture,1.0,9.0,16.4,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,PSI,Postoperative Sepsis,3.0,421.0,0.96,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,CABG,Early Stage Skin Cancer,,61.0,,As Expected,33.13,-117.08
Paradise Valley Hospital,IMI,Mild Asthma,17.0,156.0,8.1,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Scoliosis,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,Hypertension,0.0,56.0,0.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Chronic Knee Pain,0.0,14.0,0.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Osteoarthritis,3.0,193.0,2.8,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,ACL Tear,2.0,79.0,4.4,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Sleep Apnea,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,Chronic Migraines,1.0,3.0,27.5,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Shoulder Impingement,3.0,54.0,6.6,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Insomnia,7.0,25.0,26.8,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Bulimia,11.0,82.0,11.5,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Low Back Pain,1.0,65.0,2.8,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,AAA Repair Open Unrupture,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,AAA Repair Endo Unrupture,,,,,32.68632,-117.083
Paradise Valley Hospital,PSI,Postoperative Sepsis,0.0,92.0,0.0,As Expected,32.68632,-117.083
Scripps Memorial Hospital – La Jolla,IMI,Mild Asthma,27.0,349.0,6.1,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Scoliosis,0.0,4.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Hypertension,18.0,880.0,2.6,Better,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Chronic Knee Pain,7.0,249.0,2.1,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Osteoarthritis,36.0,906.0,2.9,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,ACL Tear,5.0,327.0,1.3,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Sleep Apnea,0.0,31.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Chronic Migraines,8.0,47.0,18.3,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Shoulder Impingement,22.0,412.0,4.2,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Insomnia,18.0,97.0,18.6,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Bulimia,48.0,556.0,7.5,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Low Back Pain,24.0,772.0,3.7,Better,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AAA Repair Open Unrupture,,,,,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AAA Repair Endo Unrupture,0.0,13.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,PSI,Postoperative Sepsis,9.0,2582.0,0.39,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,CABG,Early Stage Skin Cancer,,297.0,,As Expected,32.89,-117.22
Tri-City Medical Center,IMI,Mild Asthma,32.0,333.0,9.3,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Scoliosis,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,Hypertension,5.0,185.0,2.7,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Chronic Knee Pain,5.0,132.0,3.5,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Osteoarthritis,8.0,292.0,2.1,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,ACL Tear,6.0,170.0,2.5,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Sleep Apnea,0.0,23.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Chronic Migraines,0.0,3.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Shoulder Impingement,16.0,248.0,6.2,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Insomnia,17.0,45.0,26.2,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Bulimia,33.0,296.0,11.1,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Low Back Pain,13.0,238.0,5.7,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Open Unrupture,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Endo Unrupture,0.0,12.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,PSI,Postoperative Sepsis,2.0,564.0,0.36,As Expected,33.18394,-117.29
Tri-City Medical Center,CABG,Early Stage Skin Cancer,,39.0,,As Expected,33.18,-117.29
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Mild Asthma,27.0,700.0,3.9,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Scoliosis,1.0,93.0,0.9,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Hypertension,11.0,356.0,1.9,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Chronic Knee Pain,6.0,178.0,3.1,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Osteoarthritis,25.0,1065.0,1.9,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,ACL Tear,14.0,552.0,2.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Sleep Apnea,0.0,40.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Chronic Migraines,6.0,48.0,11.5,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Shoulder Impingement,11.0,397.0,2.5,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Insomnia,7.0,143.0,5.2,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Bulimia,24.0,588.0,3.4,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Low Back Pain,28.0,407.0,4.9,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Open Unrupture,1.0,7.0,17.1,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Endo Unrupture,0.0,26.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,PSI,Postoperative Sepsis,32.0,4945.0,0.5,As Expected,32.75387,-117.164
Sharp Chula Vista Medical Center,IMI,Mild Asthma,31.0,474.0,6.7,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Scoliosis,,,,,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Hypertension,12.0,322.0,3.3,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Chronic Knee Pain,1.0,108.0,1.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Osteoarthritis,23.0,685.0,4.5,Worse,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,ACL Tear,7.0,345.0,2.2,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Sleep Apnea,0.0,21.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Chronic Migraines,5.0,8.0,33.8,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Shoulder Impingement,23.0,326.0,8.7,Worse,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Insomnia,20.0,72.0,22.6,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Bulimia,48.0,406.0,12.2,Worse,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Low Back Pain,23.0,350.0,7.4,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Open Unrupture,,,,,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Endo Unrupture,0.0,11.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,PSI,Postoperative Sepsis,3.0,460.0,0.62,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,CABG,Early Stage Skin Cancer,,82.0,,As Expected,32.62,-117.02
Palomar Medical Center Poway,IMI,Mild Asthma,18.0,173.0,8.9,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Scoliosis,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Hypertension,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Chronic Knee Pain,1.0,72.0,1.8,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Osteoarthritis,11.0,151.0,5.7,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,ACL Tear,3.0,123.0,1.9,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Sleep Apnea,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Chronic Migraines,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Shoulder Impingement,2.0,59.0,4.2,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Insomnia,3.0,4.0,20.2,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Bulimia,5.0,64.0,7.6,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Low Back Pain,3.0,6.0,25.2,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Open Unrupture,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Endo Unrupture,,,,,32.99563,-117.057
Palomar Medical Center Poway,PSI,Postoperative Sepsis,1.0,184.0,0.86,As Expected,32.99563,-117.057
Scripps Green Hospital,IMI,Mild Asthma,8.0,135.0,5.8,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Scoliosis,0.0,16.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Hypertension,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,Chronic Knee Pain,1.0,57.0,2.1,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Osteoarthritis,2.0,73.0,1.8,As Expected,32.89654,-117.241
