Hospital,Type of Report,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings,Latitude,Longitude
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Hip Fracture,2.0,174.0,1.2,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Pneumonia,30.0,858.0,3.5,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Pancreatic Resection,2.0,81.0,2.9,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,PCI,9.0,319.0,3.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Heart Failure,18.0,991.0,1.9,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,GI Hemorrhage,10.0,503.0,1.5,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Carotid Endarterectomy,0.0,34.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke Ischemic,10.0,355.0,2.1,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke Hemorrhagic,16.0,113.0,14.3,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke,31.0,518.0,4.8,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AMI,13.0,320.0,3.9,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Open Unrupture,0.0,3.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Endo Unrupture,1.0,36.0,1.6,As Expected,32.75387,-117.164
Sharp Chula Vista Medical Center,IMI,Acute Stroke Hemorrhagic,14.0,52.0,25.3,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Pancreatic Resection,1.0,3.0,3.7,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,GI Hemorrhage,8.0,294.0,2.7,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Pneumonia,29.0,540.0,7.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,PCI,10.0,271.0,4.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Hip Fracture,1.0,87.0,1.1,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Heart Failure,7.0,601.0,1.6,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Carotid Endarterectomy,0.0,16.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Acute Stroke Subarachnoid,3.0,8.0,25.7,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Acute Stroke Ischemic,8.0,244.0,5.4,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Acute Stroke,25.0,304.0,10.3,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AMI,22.0,265.0,8.1,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Open Unrupture,,,,,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,AAA Repair Endo Unrupture,0.0,4.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,CABG,Isolated CABG Operative Mor,2.0,56.0,3.305199,As Expected,32.62,-117.02
Palomar Medical Center Poway,IMI,Acute Stroke Subarachnoid,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Hip Fracture,3.0,65.0,4.7,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Pneumonia,11.0,216.0,5.8,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Pancreatic Resection,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,PCI,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Heart Failure,3.0,127.0,2.7,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,GI Hemorrhage,8.0,97.0,8.0,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,Carotid Endarterectomy,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,Acute Stroke Ischemic,7.0,51.0,20.1,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,Acute Stroke Hemorrhagic,1.0,4.0,74.1,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,Acute Stroke,9.0,56.0,36.8,Worse,32.99563,-117.057
Palomar Medical Center Poway,IMI,AMI,2.0,8.0,7.6,As Expected,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Open Unrupture,,,,,32.99563,-117.057
Palomar Medical Center Poway,IMI,AAA Repair Endo Unrupture,,,,,32.99563,-117.057
Scripps Green Hospital,IMI,Pancreatic Resection,0.0,28.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Acute Stroke Hemorrhagic,1.0,16.0,10.7,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,GI Hemorrhage,2.0,155.0,1.3,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Pneumonia,9.0,150.0,6.4,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,PCI,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,Hip Fracture,0.0,74.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Heart Failure,0.0,77.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Carotid Endarterectomy,0.0,20.0,0.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Acute Stroke Subarachnoid,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,Acute Stroke Ischemic,2.0,68.0,3.5,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,Acute Stroke,4.0,86.0,7.1,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,AMI,2.0,6.0,12.0,As Expected,32.89654,-117.241
Scripps Green Hospital,IMI,AAA Repair Open Unrupture,,,,,32.89654,-117.241
Scripps Green Hospital,IMI,AAA Repair Endo Unrupture,0.0,17.0,0.0,As Expected,32.89654,-117.241
Scripps Memorial Hospital – Encinitas,IMI,Hip Fracture,1.0,195.0,0.5,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Acute Stroke Subarachnoid,2.0,3.0,42.1,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Pneumonia,14.0,381.0,3.8,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Pancreatic Resection,,,,,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,PCI,3.0,187.0,1.4,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Heart Failure,6.0,431.0,1.2,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,GI Hemorrhage,2.0,279.0,1.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Carotid Endarterectomy,0.0,25.0,0.0,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Acute Stroke Ischemic,2.0,206.0,1.0,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Acute Stroke Hemorrhagic,2.0,34.0,8.8,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,Acute Stroke,6.0,243.0,3.5,Better,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AMI,4.0,190.0,2.5,As Expected,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AAA Repair Open Unrupture,,,,,33.0363,-117.284
Scripps Memorial Hospital – Encinitas,IMI,AAA Repair Endo Unrupture,0.0,6.0,0.0,As Expected,33.0363,-117.284
UC San Diego Health La Jolla – Jacobs Medical Center & Sulpizio Cardiovascular Center,CABG,Isolated CABG Operative Mor,2.0,125.0,2.03493,As Expected,32.88,-117.23
Alvarado Hospital Medical Center,IMI,Pneumonia,17.0,248.0,5.2,Better,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Pancreatic Resection,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,PCI,3.0,65.0,3.9,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Hip Fracture,0.0,28.0,0.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Heart Failure,2.0,231.0,1.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,GI Hemorrhage,0.0,113.0,0.0,Better,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Carotid Endarterectomy,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Acute Stroke Subarachnoid,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Acute Stroke Ischemic,1.0,46.0,2.7,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Acute Stroke Hemorrhagic,3.0,12.0,39.0,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,Acute Stroke,4.0,59.0,10.1,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,AMI,4.0,123.0,3.3,As Expected,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,AAA Repair Open Unrupture,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,IMI,AAA Repair Endo Unrupture,,,,,32.77664,-117.057
Alvarado Hospital Medical Center,PSI,Postoperative Sepsis,0.0,317.0,0.0,As Expected,32.77664,-117.057
Sharp Coronado Hospital and Healthcare Center,IMI,Pneumonia,3.0,70.0,6.8,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Pancreatic Resection,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,PCI,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Hip Fracture,0.0,41.0,0.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Heart Failure,1.0,83.0,1.7,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,GI Hemorrhage,2.0,90.0,2.2,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Carotid Endarterectomy,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Acute Stroke Subarachnoid,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Acute Stroke Ischemic,0.0,38.0,0.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Acute Stroke Hemorrhagic,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,Acute Stroke,1.0,40.0,6.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,AMI,0.0,7.0,0.0,As Expected,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,AAA Repair Open Unrupture,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,IMI,AAA Repair Endo Unrupture,,,,,32.69427,-117.168
Sharp Coronado Hospital and Healthcare Center,PSI,Postoperative Sepsis,0.0,214.0,0.0,As Expected,32.69427,-117.168
Sharp Memorial Hospital,PSI,Postoperative Sepsis,11.0,2615.0,0.38,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Pneumonia,39.0,505.0,8.1,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Pancreatic Resection,0.0,18.0,0.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,PCI,17.0,381.0,5.4,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Hip Fracture,7.0,306.0,1.6,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Heart Failure,12.0,714.0,1.8,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,GI Hemorrhage,10.0,418.0,2.4,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Carotid Endarterectomy,1.0,23.0,7.7,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Acute Stroke Subarachnoid,5.0,7.0,36.1,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Acute Stroke Ischemic,13.0,407.0,4.1,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Acute Stroke Hemorrhagic,22.0,85.0,23.2,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,Acute Stroke,40.0,499.0,9.2,As Expected,32.80016,-117.155
Sharp Memorial Hospital,IMI,AMI,28.0,398.0,8.6,Worse,32.80016,-117.155
Sharp Memorial Hospital,IMI,AAA Repair Open Unrupture,,,,,32.80016,-117.155
Sharp Memorial Hospital,IMI,AAA Repair Endo Unrupture,0.0,12.0,0.0,As Expected,32.80016,-117.155
Sharp Memorial Hospital,CABG,Isolated CABG Operative Mor,,74.0,,As Expected,32.8,-117.16
Grossmont Hospital,IMI,Pneumonia,55.0,618.0,10.4,Worse,32.77963,-117.009
Grossmont Hospital,IMI,Pancreatic Resection,0.0,7.0,0.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,PCI,30.0,425.0,6.1,Worse,32.77963,-117.009
Grossmont Hospital,IMI,Hip Fracture,1.0,152.0,0.8,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Heart Failure,21.0,880.0,4.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,GI Hemorrhage,11.0,415.0,2.7,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Carotid Endarterectomy,0.0,36.0,0.0,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Acute Stroke Subarachnoid,13.0,47.0,36.5,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Acute Stroke Ischemic,32.0,569.0,7.1,Worse,32.77963,-117.009
Grossmont Hospital,IMI,Acute Stroke Hemorrhagic,31.0,115.0,24.6,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,Acute Stroke,76.0,731.0,11.8,Worse,32.77963,-117.009
Grossmont Hospital,IMI,AMI,28.0,397.0,7.8,As Expected,32.77963,-117.009
Grossmont Hospital,IMI,AAA Repair Open Unrupture,,,,,32.77963,-117.009
Grossmont Hospital,IMI,AAA Repair Endo Unrupture,0.0,11.0,0.0,As Expected,32.77963,-117.009
Grossmont Hospital,PSI,Postoperative Sepsis,4.0,1125.0,0.51,As Expected,32.77963,-117.009
Grossmont Hospital,CABG,Isolated CABG Operative Mor,,97.0,,As Expected,32.78,-117.01
Kaiser Foundation Hospital – San Diego – Zion,IMI,Pneumonia,26.0,445.0,6.8,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Pancreatic Resection,0.0,26.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,PCI,,,,,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Hip Fracture,7.0,376.0,1.8,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Heart Failure,23.0,937.0,2.4,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,GI Hemorrhage,8.0,290.0,3.4,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Carotid Endarterectomy,0.0,46.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Acute Stroke Subarachnoid,2.0,18.0,18.5,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Acute Stroke Ischemic,10.0,309.0,3.4,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Acute Stroke Hemorrhagic,11.0,109.0,15.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,Acute Stroke,23.0,436.0,6.3,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,AMI,4.0,118.0,2.4,Better,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,AAA Repair Open Unrupture,0.0,6.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,IMI,AAA Repair Endo Unrupture,0.0,30.0,0.0,As Expected,32.79287,-117.094
Kaiser Foundation Hospital – San Diego – Zion,PSI,Postoperative Sepsis,10.0,1961.0,0.44,As Expected,32.79287,-117.094
Scripps Mercy Hospital,IMI,Pneumonia,35.0,630.0,5.4,Better,32.75128,-117.16
Scripps Mercy Hospital,IMI,Pancreatic Resection,0.0,11.0,0.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,PCI,10.0,259.0,4.2,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Hip Fracture,3.0,269.0,0.9,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Heart Failure,22.0,1123.0,1.9,Better,32.75128,-117.16
Scripps Mercy Hospital,IMI,GI Hemorrhage,15.0,549.0,2.1,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Carotid Endarterectomy,2.0,43.0,2.5,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Acute Stroke Subarachnoid,5.0,20.0,20.9,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Acute Stroke Ischemic,17.0,459.0,3.4,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Acute Stroke Hemorrhagic,16.0,103.0,16.4,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,Acute Stroke,38.0,582.0,6.6,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,AMI,25.0,358.0,6.7,As Expected,32.75128,-117.16
Scripps Mercy Hospital,IMI,AAA Repair Open Unrupture,,,,,32.75128,-117.16
Scripps Mercy Hospital,IMI,AAA Repair Endo Unrupture,0.0,15.0,0.0,As Expected,32.75128,-117.16
Scripps Mercy Hospital,CABG,Isolated CABG Operative Mor,,75.0,,As Expected,32.75,-117.16
Scripps Mercy Hospital,PSI,Postoperative Sepsis,9.0,2306.0,0.66,As Expected,32.75128,-117.16
Palomar Health Downtown Campus,IMI,Pneumonia,25.0,241.0,11.5,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Pancreatic Resection,,,,,33.12586,-117.076
Palomar Health Downtown Campus,IMI,PCI,9.0,145.0,9.4,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Hip Fracture,2.0,119.0,1.9,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Heart Failure,3.0,344.0,1.2,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,GI Hemorrhage,1.0,203.0,0.7,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Carotid Endarterectomy,0.0,30.0,0.0,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Acute Stroke Subarachnoid,2.0,12.0,27.3,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Acute Stroke Ischemic,18.0,206.0,8.2,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Acute Stroke Hemorrhagic,14.0,59.0,26.6,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,Acute Stroke,34.0,277.0,12.8,Worse,33.12586,-117.076
Palomar Health Downtown Campus,IMI,AMI,10.0,174.0,8.7,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,IMI,AAA Repair Open Unrupture,,,,,33.12586,-117.076
Palomar Health Downtown Campus,IMI,AAA Repair Endo Unrupture,1.0,9.0,16.4,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,PSI,Postoperative Sepsis,3.0,421.0,0.96,As Expected,33.12586,-117.076
Palomar Health Downtown Campus,CABG,Isolated CABG Operative Mor,,61.0,,As Expected,33.13,-117.08
Paradise Valley Hospital,IMI,Pneumonia,17.0,156.0,8.1,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Pancreatic Resection,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,PCI,0.0,56.0,0.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Hip Fracture,0.0,14.0,0.0,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Heart Failure,3.0,193.0,2.8,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,GI Hemorrhage,2.0,79.0,4.4,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Carotid Endarterectomy,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,Acute Stroke Subarachnoid,1.0,3.0,27.5,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Acute Stroke Ischemic,3.0,54.0,6.6,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Acute Stroke Hemorrhagic,7.0,25.0,26.8,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,Acute Stroke,11.0,82.0,11.5,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,AMI,1.0,65.0,2.8,As Expected,32.68632,-117.083
Paradise Valley Hospital,IMI,AAA Repair Open Unrupture,,,,,32.68632,-117.083
Paradise Valley Hospital,IMI,AAA Repair Endo Unrupture,,,,,32.68632,-117.083
Paradise Valley Hospital,PSI,Postoperative Sepsis,0.0,92.0,0.0,As Expected,32.68632,-117.083
Scripps Memorial Hospital – La Jolla,IMI,Pneumonia,27.0,349.0,6.1,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Pancreatic Resection,0.0,4.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,PCI,18.0,880.0,2.6,Better,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Hip Fracture,7.0,249.0,2.1,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Heart Failure,36.0,906.0,2.9,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,GI Hemorrhage,5.0,327.0,1.3,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Carotid Endarterectomy,0.0,31.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke Subarachnoid,8.0,47.0,18.3,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke Ischemic,22.0,412.0,4.2,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke Hemorrhagic,18.0,97.0,18.6,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,Acute Stroke,48.0,556.0,7.5,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AMI,24.0,772.0,3.7,Better,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AAA Repair Open Unrupture,,,,,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,IMI,AAA Repair Endo Unrupture,0.0,13.0,0.0,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,PSI,Postoperative Sepsis,9.0,2582.0,0.39,As Expected,32.88506,-117.222
Scripps Memorial Hospital – La Jolla,CABG,Isolated CABG Operative Mor,,297.0,,As Expected,32.89,-117.22
Tri-City Medical Center,IMI,Pneumonia,32.0,333.0,9.3,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Pancreatic Resection,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,PCI,5.0,185.0,2.7,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Hip Fracture,5.0,132.0,3.5,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Heart Failure,8.0,292.0,2.1,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,GI Hemorrhage,6.0,170.0,2.5,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Carotid Endarterectomy,0.0,23.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke Subarachnoid,0.0,3.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke Ischemic,16.0,248.0,6.2,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke Hemorrhagic,17.0,45.0,26.2,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,Acute Stroke,33.0,296.0,11.1,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,AMI,13.0,238.0,5.7,As Expected,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Open Unrupture,,,,,33.18394,-117.29
Tri-City Medical Center,IMI,AAA Repair Endo Unrupture,0.0,12.0,0.0,As Expected,33.18394,-117.29
Tri-City Medical Center,PSI,Postoperative Sepsis,2.0,564.0,0.36,As Expected,33.18394,-117.29
Tri-City Medical Center,CABG,Isolated CABG Operative Mor,,39.0,,As Expected,33.18,-117.29
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Pneumonia,27.0,700.0,3.9,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Pancreatic Resection,1.0,93.0,0.9,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,PCI,11.0,356.0,1.9,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Hip Fracture,6.0,178.0,3.1,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Heart Failure,25.0,1065.0,1.9,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,GI Hemorrhage,14.0,552.0,2.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Carotid Endarterectomy,0.0,40.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke Subarachnoid,6.0,48.0,11.5,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke Ischemic,11.0,397.0,2.5,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke Hemorrhagic,7.0,143.0,5.2,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,Acute Stroke,24.0,588.0,3.4,Better,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AMI,28.0,407.0,4.9,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Open Unrupture,1.0,7.0,17.1,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,IMI,AAA Repair Endo Unrupture,0.0,26.0,0.0,As Expected,32.75387,-117.164
UC San Diego Health Hillcrest – Hillcrest Medical Center,PSI,Postoperative Sepsis,32.0,4945.0,0.5,As Expected,32.75387,-117.164
Sharp Chula Vista Medical Center,IMI,Pneumonia,31.0,474.0,6.7,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Pancreatic Resection,,,,,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,PCI,12.0,322.0,3.3,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Hip Fracture,1.0,108.0,1.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Heart Failure,23.0,685.0,4.5,Worse,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,GI Hemorrhage,7.0,345.0,2.2,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Carotid Endarterectomy,0.0,21.0,0.0,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Acute Stroke Subarachnoid,5.0,8.0,33.8,As Expected,32.61909,-117.024
Sharp Chula Vista Medical Center,IMI,Acute Stroke Ischemic,23.0,326.0,8.7,Worse,32.61909,-117.024
